"Date","Open","High","Low","Close","Volume","Return","Vol_change","Direction","Lag1","Lag2","Lag3","Vol_Lag1","Vol_Lag2","Vol_Lag3"
"2001-12-24",1946.839966,2002.719971,1942.069946,1987.26001,4261080000,2.12917135293604,-57.4554418769975,"Up",-0.375803838613446,-3.36868911783398,4.69703695608036,5.03114051139861,-7.52777325234094,31.6737193451096
"2001-12-31",1984.310059,2077.889893,1936.560059,2059.379883,7347750000,3.62911106936631,72.4386775183756,"Up",2.12917135293604,-0.375803838613446,-3.36868911783398,-57.4554418769975,5.03114051139861,-7.52777325234094
"2002-01-07",2075.23999,2098.879883,2018.680054,2022.459961,9703400000,-1.79276889634451,32.059473988636,"Down",3.62911106936631,2.12917135293604,-0.375803838613446,72.4386775183756,-57.4554418769975,5.03114051139861
"2002-01-14",2012.589966,2018.420044,1922.699951,1930.339966,8980190000,-4.55484888583166,-7.45316074777913,"Down",-1.79276889634451,3.62911106936631,2.12917135293604,32.059473988636,72.4386775183756,-57.4554418769975
"2002-01-21",1946.869995,1959.930054,1879.23999,1937.699951,7251520000,0.381279211415346,-19.2498154270678,"Up",-4.55484888583166,-1.79276889634451,3.62911106936631,-7.45316074777913,32.059473988636,72.4386775183756
"2002-01-28",1951.119995,1959.050049,1851.48999,1911.23999,8937960000,-1.36553448258822,23.2563655619787,"Down",0.381279211415346,-4.55484888583166,-1.79276889634451,-19.2498154270678,-7.45316074777913,32.059473988636
"2002-02-04",1907.579956,1907.579956,1772.150024,1818.880005,9784390000,-4.83246402771219,9.47005804456498,"Down",-1.36553448258822,0.381279211415346,-4.55484888583166,23.2563655619787,-19.2498154270678,-7.45316074777913
"2002-02-11",1816.939941,1877.73999,1801.670044,1805.199951,8091380000,-0.752114156095741,-17.3031737287659,"Down",-4.83246402771219,-1.36553448258822,0.381279211415346,9.47005804456498,23.2563655619787,-19.2498154270678
"2002-02-18",1790.939941,1791.01001,1696.550049,1724.540039,7340470000,-4.46819821567789,-9.2803699739723,"Down",-0.752114156095741,-4.83246402771219,-1.36553448258822,-17.3031737287659,9.47005804456498,23.2563655619787
"2002-02-25",1731.430054,1802.890015,1728.650024,1802.73999,8998970000,4.53453960079381,22.5939210976954,"Up",-4.46819821567789,-0.752114156095741,-4.83246402771219,-9.2803699739723,-17.3031737287659,9.47005804456498
"2002-03-04",1799.680054,1935.089966,1789.719971,1929.670044,10236970000,7.04095181246853,13.7571299826536,"Up",4.53453960079381,-4.46819821567789,-0.752114156095741,22.5939210976954,-9.2803699739723,-17.3031737287659
"2002-03-11",1919.72998,1946.22998,1845.930054,1868.300049,8369270000,-3.18033620259693,-18.2446563778149,"Down",7.04095181246853,4.53453960079381,-4.46819821567789,13.7571299826536,22.5939210976954,-9.2803699739723
"2002-03-18",1882.72998,1893.26001,1825.98999,1851.390015,7.73e+09,-0.905102689958769,-7.6383005925248,"Down",-3.18033620259693,7.04095181246853,4.53453960079381,-18.2446563778149,13.7571299826536,22.5939210976954
"2002-03-25",1855.650024,1863.050049,1807.469971,1845.349976,6380610000,-0.326243468478465,-17.4565329883571,"Down",-0.905102689958769,-3.18033620259693,7.04095181246853,-7.6383005925248,-18.2446563778149,13.7571299826536
"2002-04-01",1834.589966,1865.369995,1769.949951,1770.030029,8199990000,-4.08160771558706,28.5142016202213,"Down",-0.326243468478465,-0.905102689958769,-3.18033620259693,-17.4565329883571,-7.6383005925248,-18.2446563778149
"2002-04-08",1741.099976,1795.619995,1724.150024,1756.189941,8.467e+09,-0.781912610139109,3.25622348319937,"Down",-4.08160771558706,-0.326243468478465,-0.905102689958769,28.5142016202213,-17.4565329883571,-7.6383005925248
"2002-04-15",1761.949951,1832.01001,1740.609985,1796.829956,8597560000,2.31410134241282,1.54198653596315,"Up",-0.781912610139109,-4.08160771558706,-0.326243468478465,3.25622348319937,28.5142016202213,-17.4565329883571
"2002-04-22",1779.180054,1779.180054,1663.780029,1663.890015,9449800000,-7.39858218392259,9.91257984823601,"Down",2.31410134241282,-0.781912610139109,-4.08160771558706,1.54198653596315,3.25622348319937,28.5142016202213
"2002-04-29",1668.52002,1697.030029,1605.969971,1613.030029,10174560000,-3.05669158066316,7.66958030857796,"Down",-7.39858218392259,2.31410134241282,-0.781912610139109,9.91257984823601,1.54198653596315,3.25622348319937
"2002-05-06",1611.050049,1696.349976,1560.290039,1600.849976,9946040000,-0.755103921255023,-2.24599392995864,"Down",-3.05669158066316,-7.39858218392259,2.31410134241282,7.66958030857796,9.91257984823601,1.54198653596315
"2002-05-13",1611.26001,1759.329956,1602.599976,1741.390015,9811570000,8.77908867832597,-1.35199536700033,"Up",-0.755103921255023,-3.05669158066316,-7.39858218392259,-2.24599392995864,7.66958030857796,9.91257984823601
"2002-05-20",1726.780029,1726.890015,1643.959961,1661.48999,7798370000,-4.58829006206286,-20.5186325939681,"Down",8.77908867832597,-0.755103921255023,-3.05669158066316,-1.35199536700033,-2.24599392995864,7.66958030857796
"2002-05-27",1670.349976,1671.349976,1607.300049,1615.72998,6006430000,-2.75415502202333,-22.9783916382526,"Down",-4.58829006206286,8.77908867832597,-0.755103921255023,-20.5186325939681,-1.35199536700033,-2.24599392995864
"2002-06-03",1613.5,1621.5,1495.810059,1535.47998,8879440000,-4.96679525622221,47.8322397830325,"Down",-2.75415502202333,-4.58829006206286,8.77908867832597,-22.9783916382526,-20.5186325939681,-1.35199536700033
"2002-06-10",1536.97998,1551.800049,1445.439941,1504.73999,8667260000,-2.00197921173808,-2.3895651077095,"Down",-4.96679525622221,-2.75415502202333,-4.58829006206286,47.8322397830325,-22.9783916382526,-20.5186325939681
"2002-06-17",1519.650024,1567.98999,1435.849976,1440.959961,8580670000,-4.23860796043574,-0.999046988321569,"Down",-2.00197921173808,-4.96679525622221,-2.75415502202333,-2.3895651077095,47.8322397830325,-22.9783916382526
"2002-06-24",1429.560059,1486.25,1375.530029,1463.209961,10510860000,1.54410952435895,22.4946303726865,"Up",-4.23860796043574,-2.00197921173808,-4.96679525622221,-0.999046988321569,-2.3895651077095,47.8322397830325
"2002-07-01",1457.040039,1459.839966,1336.060059,1448.359985,8825220000,-1.0148903025408,-16.0371273140352,"Down",1.54410952435895,-4.23860796043574,-2.00197921173808,22.4946303726865,-0.999046988321569,-2.3895651077095
"2002-07-08",1439.849976,1452.560059,1323.589966,1373.5,9566360000,-5.168603508471,8.39797761415579,"Down",-1.0148903025408,1.54410952435895,-4.23860796043574,-16.0371273140352,22.4946303726865,-0.999046988321569
"2002-07-15",1365.790039,1426.280029,1309.939941,1319.150024,11074510000,-3.95704230069166,15.7651395096986,"Down",-5.168603508471,-1.0148903025408,1.54410952435895,8.39797761415579,-16.0371273140352,22.4946303726865
"2002-07-22",1309.839966,1332.099976,1192.420044,1262.119995,10465840000,-4.32324056873155,-5.496134817703,"Down",-3.95704230069166,-5.168603508471,-1.0148903025408,15.7651395096986,8.39797761415579,-16.0371273140352
"2002-07-29",1286.810059,1354.47998,1235.569946,1247.920044,8274390000,-1.12508723863455,-20.9390741689153,"Down",-4.32324056873155,-3.95704230069166,-5.168603508471,-5.496134817703,15.7651395096986,8.39797761415579
"2002-08-05",1243.380005,1322.069946,1205.680054,1306.119995,7251460000,4.66375640649619,-12.3626031647046,"Up",-1.12508723863455,-4.32324056873155,-3.95704230069166,-20.9390741689153,-5.496134817703,15.7651395096986
"2002-08-12",1293.880005,1368.689941,1265.189941,1361.01001,7286200000,4.20252466925904,0.479075937811144,"Up",4.66375640649619,-1.12508723863455,-4.32324056873155,-12.3626031647046,-20.9390741689153,-5.496134817703
"2002-08-19",1362.290039,1426.76001,1359.140015,1380.619995,7414220000,1.44084061512524,1.75702012022728,"Up",4.20252466925904,4.66375640649619,-1.12508723863455,0.479075937811144,-12.3626031647046,-20.9390741689153
